order_id,customer_name,email,phone,city,country,category,product_name,quantity,unit_price,discount_pct,total_price,payment_method,coupon_code,order_date,status,is_returning_customer,rating
95D54AC3,Carlos Jackson,carlos.jackson58@hotmail.com,+1-750-502-9664,Toronto,Canada,Home & Kitchen,Air Fryer,5,121.44,0.03,588.98,Debit Card,,2025-02-24,Cancelled,True,
F7CD88C9,Mohamed Smith,mohamed.smith39@hotmail.com,+1-393-996-2848,Berlin,Germany,Sports,Jump Rope,2,17.97,0.06,33.78,Credit Card,,2025-02-22,Returned,False,
C28D8EC9,Sophia Miller,sophia.miller9@gmail.com,+1-439-652-4559,São Paulo,Brazil,Sports,Yoga Mat,1,33.38,0.06,31.38,Credit Card,FLASH5,2024-04-19,Delivered,False,3.0
8765F8C3,Chen Wang,chen.wang74@outlook.com,+1-507-381-1998,Mumbai,India,Sports,Water Bottle,3,30.44,0.06,85.84,Bank Transfer,SAVE10,2024-07-29,Pending,True,5.0
7B75C954,Harper Martin,harper.martin7@outlook.com,+1-972-650-8758,Toronto,Canada,Home & Kitchen,Instant Pot,4,118.24,0.1,425.66,Debit Card,FLASH5,2025-01-06,Returned,True,4.0
76BB4224,Mei Khan,mei.khan19@hotmail.com,+1-461-308-6411,Sydney,Australia,Electronics,Laptop Stand,4,39.43,0.14,135.64,Gift Card,FLASH5,2024-07-20,Delivered,False,4.0
231A5686,Liam Robinson,liam.robinson93@yahoo.com,+1-941-787-4555,Mexico City,Mexico,Electronics,USB-C Hub,5,48.85,0.15,207.61,UPI,SAVE10,2024-05-18,Delivered,False,4.0
09254169,Maria Smith,maria.smith28@yahoo.com,+1-445-665-6269,Mumbai,India,Electronics,Mechanical Keyboard,4,199.93,0.23,615.78,PayPal,SAVE10,2026-02-15,Shipped,False,5.0
707B9CBD,Raj Thomas,raj.thomas40@outlook.com,+1-579-420-7781,Sydney,Australia,Books,Cooking Basics,4,32.65,0.02,127.99,Credit Card,NEWUSER15,2025-06-28,Pending,True,2.0
34CD741F,James Wilson,james.wilson71@icloud.com,+1-763-770-6530,São Paulo,Brazil,Sports,Jump Rope,2,14.42,0.08,26.53,PayPal,SAVE10,2025-03-28,Returned,False,5.0
FF2A2B40,Alexander Garcia,alexander.garcia94@outlook.com,+1-234-959-2217,Tokyo,Japan,Clothing,Denim Jacket,4,76.01,0.05,288.84,Gift Card,,2025-09-11,Delivered,True,5.0
D3AE7E29,Noah Gonzalez,noah.gonzalez81@yahoo.com,+1-853-782-8916,Mexico City,Mexico,Electronics,Mechanical Keyboard,2,81.13,0.13,141.17,Gift Card,,2025-03-22,Shipped,True,
C5F37F91,Harper Robinson,harper.robinson53@gmail.com,+1-309-198-9591,Toronto,Canada,Electronics,Laptop Stand,5,50.27,0.24,191.03,Debit Card,FLASH5,2024-03-22,Delivered,True,5.0
1165B5A8,Benjamin Gonzalez,benjamin.gonzalez46@outlook.com,+1-900-947-2320,Berlin,Germany,Home & Kitchen,Air Fryer,4,93.56,0.11,333.07,Gift Card,SAVE10,2024-11-09,Returned,True,1.0
32893FC2,Henry Jackson,henry.jackson49@icloud.com,+1-297-640-1697,Mexico City,Mexico,Home & Kitchen,Air Fryer,2,117.3,0.02,229.91,Debit Card,NEWUSER15,2025-05-23,Delivered,False,4.0
D25985EB,Emma Williams,emma.williams88@outlook.com,+1-801-247-7525,Sydney,Australia,Sports,Water Bottle,2,28.15,0.23,43.35,Credit Card,,2025-01-21,Delivered,True,3.0
7DBB1EED,Ethan Gonzalez,ethan.gonzalez50@icloud.com,+1-963-454-1879,Tokyo,Japan,Books,Sci-Fi Novel,2,17.55,0.2,28.08,Credit Card,,2026-02-08,Shipped,True,1.0
F0D3DA12,Lucas Patel,lucas.patel99@icloud.com,+1-433-464-7150,São Paulo,Brazil,Sports,Jump Rope,3,24.52,0.01,72.82,UPI,DEAL25,2024-12-09,Delivered,False,1.0
493D3DA4,Mohamed Patel,mohamed.patel38@yahoo.com,+1-598-424-6909,Rome,Italy,Electronics,Wireless Earbuds,4,71.43,0.18,234.29,Credit Card,,2025-12-14,Delivered,True,4.0
08046EE9,Alexander Thomas,alexander.thomas98@outlook.com,+1-226-191-6798,London,United Kingdom,Electronics,Smartphone Case,4,11.74,0.11,41.79,Bank Transfer,FLASH5,2025-09-24,Delivered,False,5.0
6448C904,James Taylor,james.taylor53@hotmail.com,+1-342-375-5933,Toronto,Canada,Electronics,Mechanical Keyboard,2,186.15,0.14,320.18,PayPal,FLASH5,2024-08-25,Shipped,True,1.0
B7C07939,Ava White,ava.white36@hotmail.com,+1-831-300-8501,Mexico City,Mexico,Books,Sci-Fi Novel,3,17.82,0.06,50.25,Credit Card,DEAL25,2024-11-12,Delivered,False,
728259D5,Henry Anderson,henry.anderson80@hotmail.com,+1-521-281-7524,São Paulo,Brazil,Books,Sci-Fi Novel,5,13.34,0.03,64.7,PayPal,SAVE10,2025-01-27,Delivered,False,3.0
AA840FDA,Lucas Jackson,lucas.jackson36@hotmail.com,+1-986-663-1440,Amsterdam,Netherlands,Books,Python Programming,2,47.95,0.15,81.52,Gift Card,,2025-09-14,Shipped,True,5.0
26F208CB,Fatima Taylor,fatima.taylor89@gmail.com,+1-633-908-7176,Rome,Italy,Home & Kitchen,Cutting Board,3,23.97,0.06,67.6,Credit Card,,2026-01-08,Shipped,False,5.0
9B8B76B6,Harper Thompson,harper.thompson89@hotmail.com,+1-987-354-6816,London,United Kingdom,Sports,Yoga Mat,3,43.71,0.18,107.53,Debit Card,,2025-09-05,Cancelled,True,5.0
0C16085C,Mohamed Anderson,mohamed.anderson56@gmail.com,+1-583-500-8586,São Paulo,Brazil,Electronics,Wireless Earbuds,5,70.69,0.19,286.29,Gift Card,SAVE10,2025-09-27,Pending,True,4.0
F8346E9A,James Martin,james.martin14@outlook.com,+1-733-594-6706,Sydney,Australia,Home & Kitchen,Air Fryer,2,70.44,0.09,128.2,UPI,DEAL25,2025-02-19,Delivered,False,5.0
FCFD0375,Lucas Williams,lucas.williams39@gmail.com,+1-378-665-3623,Tokyo,Japan,Electronics,Wireless Earbuds,1,117.92,0.17,97.87,PayPal,SAVE10,2024-08-20,Pending,False,5.0
247F04DE,Sophia Lopez,sophia.lopez52@yahoo.com,+1-806-539-7370,São Paulo,Brazil,Clothing,Sneakers,4,112.57,0.01,445.78,Credit Card,SAVE10,2025-11-23,Cancelled,True,3.0
D0637D9B,Benjamin Zhang,benjamin.zhang91@gmail.com,+1-316-368-9019,São Paulo,Brazil,Sports,Yoga Mat,5,43.98,0.05,208.9,Bank Transfer,SAVE10,2025-02-01,Cancelled,False,5.0
84E2F606,Evelyn Jackson,evelyn.jackson76@gmail.com,+1-804-186-3194,Mexico City,Mexico,Books,Self Help Guide,5,23.14,0.04,111.07,PayPal,SUMMER20,2026-01-23,Delivered,True,4.0
89D76900,Olivia Garcia,olivia.garcia48@yahoo.com,+1-850-650-3838,São Paulo,Brazil,Sports,Jump Rope,2,16.26,0.14,27.97,Bank Transfer,,2025-05-12,Delivered,False,4.0
DDBDCA49,Noah Garcia,noah.garcia41@hotmail.com,+1-717-768-9109,Tokyo,Japan,Sports,Yoga Mat,1,45.96,0.12,40.44,UPI,FLASH5,2024-09-20,Cancelled,False,5.0
ECC2F0E3,Arjun Gonzalez,arjun.gonzalez57@hotmail.com,+1-495-272-8492,Tokyo,Japan,Clothing,Running Shoes,2,89.57,0.07,166.6,Bank Transfer,SAVE10,2024-12-11,Cancelled,False,5.0
A37F870F,Mason Brown,mason.brown74@gmail.com,+1-423-535-2677,Tokyo,Japan,Books,Cooking Basics,3,31.46,0.14,81.17,Gift Card,DEAL25,2024-04-16,Returned,True,4.0
9886E137,Mei Johnson,mei.johnson58@outlook.com,+1-802-805-6744,Rome,Italy,Books,Python Programming,1,33.16,0.19,26.86,Gift Card,SAVE10,2024-11-02,Pending,False,2.0
6ACE0203,Evelyn Jones,evelyn.jones27@yahoo.com,+1-499-396-5380,Rome,Italy,Electronics,Laptop Stand,3,37.27,0.15,95.04,Bank Transfer,NEWUSER15,2024-08-24,Cancelled,True,2.0
2A5EBE2D,Mohamed Lopez,mohamed.lopez53@gmail.com,+1-979-963-7434,Sydney,Australia,Books,Data Science Handbook,2,51.03,0.06,95.94,UPI,NEWUSER15,2026-03-03,Delivered,False,5.0
4DFAC7D3,Henry Harris,henry.harris10@gmail.com,+1-202-989-2526,Mexico City,Mexico,Home & Kitchen,Instant Pot,3,169.97,0.11,453.82,Gift Card,NEWUSER15,2025-07-17,Shipped,False,1.0
733996EB,Fatima Robinson,fatima.robinson51@yahoo.com,+1-696-907-6631,Mexico City,Mexico,Home & Kitchen,Coffee Maker,3,79.57,0.21,188.58,Gift Card,,2025-02-13,Returned,True,
0DC3A36D,Olivia Sharma,olivia.sharma59@gmail.com,+1-335-765-5945,Rome,Italy,Electronics,Webcam HD,4,57.89,0.0,231.56,Debit Card,SAVE10,2025-05-17,Returned,False,1.0
1754D488,Raj Thomas,raj.thomas33@gmail.com,+1-293-820-2559,Amsterdam,Netherlands,Books,Data Science Handbook,3,31.54,0.18,77.59,Credit Card,FLASH5,2024-10-30,Delivered,False,1.0
10C95DED,Noah Kumar,noah.kumar29@icloud.com,+1-272-334-7276,São Paulo,Brazil,Home & Kitchen,Air Fryer,3,60.72,0.2,145.73,Credit Card,,2025-05-11,Cancelled,True,1.0
8B65A9D8,Lucas Thomas,lucas.thomas39@yahoo.com,+1-865-268-8210,Mexico City,Mexico,Home & Kitchen,Coffee Maker,2,91.32,0.02,178.99,PayPal,,2025-10-02,Cancelled,True,2.0
56909772,Maria White,maria.white79@hotmail.com,+1-639-422-3290,Paris,France,Clothing,Running Shoes,2,112.75,0.19,182.66,Debit Card,FLASH5,2025-10-29,Delivered,True,3.0
D492D570,Harper Patel,harper.patel77@icloud.com,+1-601-402-1894,Rome,Italy,Books,Python Programming,3,45.43,0.05,129.48,Debit Card,SAVE10,2025-11-16,Shipped,False,1.0
1F4D8026,Sophia Martin,sophia.martin82@icloud.com,+1-782-530-6986,Mumbai,India,Electronics,Laptop Stand,1,56.1,0.25,42.08,Bank Transfer,,2025-01-23,Cancelled,True,5.0
EB911514,Mohamed Williams,mohamed.williams3@icloud.com,+1-929-613-7806,Amsterdam,Netherlands,Electronics,Wireless Earbuds,1,70.96,0.23,54.64,UPI,SUMMER20,2025-04-16,Cancelled,False,1.0
19E2FF21,Raj Robinson,raj.robinson69@icloud.com,+1-534-500-2083,Tokyo,Japan,Clothing,Yoga Pants,1,28.33,0.13,24.65,PayPal,,2024-09-29,Cancelled,False,3.0
4D0777F9,Emma Davis,emma.davis12@hotmail.com,+1-212-824-3248,London,United Kingdom,Electronics,Bluetooth Speaker,1,107.34,0.08,98.75,Gift Card,,2026-01-07,Delivered,True,5.0
2F24F32B,Mia Thompson,mia.thompson67@outlook.com,+1-639-378-9582,Paris,France,Clothing,Yoga Pants,3,30.07,0.18,73.97,Credit Card,,2024-07-03,Delivered,True,5.0
D55DCF57,Alexander Thompson,alexander.thompson47@gmail.com,+1-958-621-1042,Sydney,Australia,Home & Kitchen,Instant Pot,2,100.02,0.06,188.04,Credit Card,,2024-06-18,Returned,True,3.0
1CCD7A9B,Emma Martin,emma.martin47@hotmail.com,+1-529-354-7819,Sydney,Australia,Clothing,Denim Jacket,1,86.55,0.14,74.43,Gift Card,FLASH5,2026-01-05,Delivered,False,1.0
5F7ABD62,Ethan Thomas,ethan.thomas16@icloud.com,+1-489-892-6090,São Paulo,Brazil,Electronics,Smartphone Case,5,14.45,0.25,54.19,PayPal,,2025-04-19,Delivered,False,
423B2351,Mia Miller,mia.miller38@icloud.com,+1-759-878-5016,Rome,Italy,Books,Cooking Basics,3,19.84,0.15,50.59,Debit Card,SAVE10,2025-07-23,Delivered,False,
C266B112,Sophia Robinson,sophia.robinson45@gmail.com,+1-742-343-7878,Sydney,Australia,Books,Python Programming,4,42.76,0.21,135.12,UPI,,2025-01-13,Delivered,True,4.0
B3344CA9,Liam Johnson,liam.johnson30@icloud.com,+1-336-752-7461,Tokyo,Japan,Home & Kitchen,Cutting Board,4,32.69,0.24,99.38,Credit Card,,2024-05-30,Pending,True,5.0
3FDAF4EA,Priya Jones,priya.jones31@outlook.com,+1-478-339-2223,São Paulo,Brazil,Books,Self Help Guide,4,24.1,0.18,79.05,Debit Card,NEWUSER15,2025-02-02,Delivered,True,2.0
93BB212C,Olivia Garcia,olivia.garcia58@hotmail.com,+1-674-371-2964,Berlin,Germany,Books,Sci-Fi Novel,3,11.2,0.24,25.54,Credit Card,DEAL25,2024-10-03,Delivered,False,
BF42A45E,William Gonzalez,william.gonzalez42@yahoo.com,+1-378-131-7625,Berlin,Germany,Electronics,Mechanical Keyboard,3,94.74,0.1,255.8,UPI,SUMMER20,2024-04-24,Pending,True,1.0
70B6D9DF,Alexander Brown,alexander.brown18@gmail.com,+1-845-760-2376,Amsterdam,Netherlands,Electronics,Wireless Earbuds,2,116.42,0.03,225.85,Bank Transfer,NEWUSER15,2025-04-19,Pending,False,1.0
FDAC03B2,James Williams,james.williams26@hotmail.com,+1-787-543-7471,Toronto,Canada,Clothing,Running Shoes,3,113.35,0.03,329.85,UPI,,2025-06-20,Delivered,False,5.0
FE886F1E,Ava Thomas,ava.thomas28@yahoo.com,+1-502-610-7750,Amsterdam,Netherlands,Books,Self Help Guide,2,18.34,0.01,36.31,Bank Transfer,SAVE10,2025-11-29,Shipped,True,1.0
94FCA54C,Benjamin Jackson,benjamin.jackson18@hotmail.com,+1-930-467-8859,Mumbai,India,Clothing,Sneakers,5,130.76,0.06,614.57,Bank Transfer,,2025-09-12,Returned,False,4.0
C9D34779,Maria Kumar,maria.kumar65@outlook.com,+1-683-642-6856,New York,United States,Home & Kitchen,Knife Set,3,40.78,0.15,103.99,Bank Transfer,SUMMER20,2024-04-04,Delivered,True,1.0
6025F007,Sophia Ali,sophia.ali31@outlook.com,+1-380-342-6210,Toronto,Canada,Sports,Yoga Mat,2,42.91,0.14,73.81,Gift Card,NEWUSER15,2025-04-06,Cancelled,False,
8047FC26,Arjun Khan,arjun.khan46@icloud.com,+1-702-138-2478,Toronto,Canada,Sports,Dumbbell Set,2,95.04,0.21,150.16,Credit Card,SUMMER20,2025-07-22,Delivered,True,
E144A011,Mason Martin,mason.martin1@outlook.com,+1-351-700-3320,New York,United States,Sports,Dumbbell Set,3,114.51,0.18,281.69,Credit Card,,2025-01-30,Returned,False,1.0
E124F216,Mia Khan,mia.khan85@hotmail.com,+1-698-764-6198,Amsterdam,Netherlands,Sports,Yoga Mat,3,30.09,0.03,87.56,Debit Card,FLASH5,2024-08-13,Cancelled,False,3.0
11FF3E23,Priya Kumar,priya.kumar23@hotmail.com,+1-233-286-6213,Mexico City,Mexico,Books,Self Help Guide,1,14.52,0.24,11.04,Bank Transfer,FLASH5,2025-10-12,Delivered,True,5.0
CAF6B173,Noah Anderson,noah.anderson96@gmail.com,+1-211-371-4435,São Paulo,Brazil,Clothing,Yoga Pants,2,64.29,0.16,108.01,Debit Card,NEWUSER15,2024-06-03,Cancelled,True,4.0
1383B06A,Benjamin Lopez,benjamin.lopez14@gmail.com,+1-559-659-7149,Mumbai,India,Electronics,Bluetooth Speaker,4,88.19,0.24,268.1,Credit Card,DEAL25,2025-05-02,Returned,False,3.0
5F0FF9C8,Ava Harris,ava.harris10@gmail.com,+1-949-176-9962,Toronto,Canada,Books,Python Programming,1,29.55,0.02,28.96,Credit Card,FLASH5,2024-08-26,Delivered,False,
64EBD896,Charlotte Sharma,charlotte.sharma22@icloud.com,+1-767-839-9849,Rome,Italy,Home & Kitchen,Coffee Maker,3,44.27,0.05,126.17,PayPal,FLASH5,2024-09-15,Cancelled,False,4.0
4FCC5167,Sophia Brown,sophia.brown7@hotmail.com,+1-501-943-8869,London,United Kingdom,Sports,Water Bottle,2,31.79,0.01,62.94,Debit Card,FLASH5,2024-03-08,Delivered,True,3.0
0416B4A8,Ava Sharma,ava.sharma38@gmail.com,+1-857-657-7349,London,United Kingdom,Home & Kitchen,Air Fryer,4,87.74,0.12,308.84,Debit Card,SUMMER20,2026-01-10,Delivered,False,4.0
23F2A802,Ava Harris,ava.harris6@outlook.com,+1-884-452-9871,London,United Kingdom,Home & Kitchen,Blender,3,52.11,0.14,134.44,UPI,,2024-08-06,Returned,True,5.0
C9719D33,Emma Gonzalez,emma.gonzalez50@icloud.com,+1-280-504-1568,Berlin,Germany,Home & Kitchen,Instant Pot,4,162.44,0.14,558.79,Bank Transfer,DEAL25,2024-11-01,Pending,True,1.0
70AB536D,Mohamed Harris,mohamed.harris23@yahoo.com,+1-842-251-5225,Sydney,Australia,Clothing,Denim Jacket,4,46.3,0.02,181.5,PayPal,FLASH5,2026-02-02,Cancelled,True,1.0
A21A9304,Henry Robinson,henry.robinson51@icloud.com,+1-624-253-3428,London,United Kingdom,Books,Self Help Guide,1,19.23,0.2,15.38,Bank Transfer,FLASH5,2025-12-03,Pending,True,1.0
1E58B784,Ethan Zhang,ethan.zhang13@outlook.com,+1-376-382-7602,New York,United States,Sports,Resistance Bands,3,36.94,0.1,99.74,Debit Card,DEAL25,2025-07-15,Pending,False,
41FCF8D4,Henry Lee,henry.lee43@yahoo.com,+1-518-387-9054,Berlin,Germany,Electronics,Mechanical Keyboard,3,126.52,0.22,296.06,Gift Card,NEWUSER15,2024-03-25,Cancelled,True,3.0
79279D81,Noah Taylor,noah.taylor96@hotmail.com,+1-616-858-8937,Sydney,Australia,Books,Self Help Guide,5,21.74,0.16,91.31,Bank Transfer,DEAL25,2024-09-13,Returned,False,
B7457437,Mason Lopez,mason.lopez21@gmail.com,+1-405-957-1944,Sydney,Australia,Books,Cooking Basics,5,23.06,0.22,89.93,Debit Card,,2024-04-03,Delivered,False,
E07E3D1A,Maria Thomas,maria.thomas91@yahoo.com,+1-581-600-8308,Sydney,Australia,Books,Self Help Guide,5,22.87,0.1,102.92,Debit Card,,2024-07-09,Returned,False,5.0
500A2901,Mia Thomas,mia.thomas21@outlook.com,+1-862-330-4387,Sydney,Australia,Electronics,USB-C Hub,1,31.36,0.04,30.11,PayPal,SAVE10,2025-10-11,Cancelled,False,5.0
BB1FD246,James Nguyen,james.nguyen99@gmail.com,+1-512-829-5511,Mexico City,Mexico,Home & Kitchen,Coffee Maker,5,91.78,0.2,367.12,UPI,SUMMER20,2024-10-20,Shipped,False,5.0
A4C4A980,Benjamin Miller,benjamin.miller60@outlook.com,+1-862-708-5631,Tokyo,Japan,Sports,Water Bottle,1,22.93,0.0,22.93,PayPal,NEWUSER15,2026-01-12,Cancelled,True,5.0
3190B09B,Liam Anderson,liam.anderson36@outlook.com,+1-814-513-6236,New York,United States,Books,Self Help Guide,3,20.86,0.05,59.45,Gift Card,SAVE10,2025-08-16,Delivered,True,5.0
8B23316B,Isabella Wilson,isabella.wilson54@hotmail.com,+1-747-753-8794,Amsterdam,Netherlands,Home & Kitchen,Cutting Board,5,13.77,0.2,55.08,Gift Card,SAVE10,2025-02-19,Delivered,False,2.0
0E25712C,Chen Ali,chen.ali72@yahoo.com,+1-543-770-2463,Amsterdam,Netherlands,Books,Python Programming,3,34.11,0.18,83.91,Debit Card,,2025-09-28,Delivered,True,4.0
499D7396,Charlotte Lopez,charlotte.lopez43@outlook.com,+1-399-612-2963,São Paulo,Brazil,Books,Cooking Basics,1,20.87,0.12,18.37,Gift Card,,2025-12-14,Shipped,False,5.0
F668A193,Emma Nguyen,emma.nguyen20@yahoo.com,+1-932-284-2324,Paris,France,Clothing,Yoga Pants,5,41.36,0.22,161.3,UPI,,2025-06-16,Delivered,True,4.0
200830B8,Raj Johnson,raj.johnson1@hotmail.com,+1-332-729-8105,London,United Kingdom,Books,Data Science Handbook,2,52.83,0.14,90.87,Gift Card,DEAL25,2024-08-14,Shipped,False,5.0
AC6B3509,Amelia Jackson,amelia.jackson1@gmail.com,+1-892-104-5076,New York,United States,Sports,Dumbbell Set,1,108.44,0.22,84.58,Debit Card,SAVE10,2025-08-30,Cancelled,False,4.0
FD3445C3,Noah Brown,noah.brown50@icloud.com,+1-732-710-9587,Rome,Italy,Sports,Resistance Bands,1,19.17,0.07,17.83,PayPal,DEAL25,2024-12-27,Shipped,True,4.0
830CCCF4,Carlos Martin,carlos.martin46@yahoo.com,+1-222-703-9267,Rome,Italy,Clothing,Cotton T-Shirt,2,10.37,0.18,17.01,Debit Card,SAVE10,2024-07-17,Delivered,False,
7DDE3B98,Henry Lee,henry.lee82@outlook.com,+1-906-218-7828,New York,United States,Sports,Water Bottle,1,15.96,0.17,13.25,UPI,,2026-01-03,Shipped,True,5.0
97F084D2,Benjamin Martin,benjamin.martin90@yahoo.com,+1-732-376-3247,Amsterdam,Netherlands,Clothing,Sneakers,1,114.85,0.08,105.66,UPI,,2026-01-11,Returned,True,5.0
4838BBC0,Ananya Patel,ananya.patel16@outlook.com,+1-920-519-5839,Paris,France,Electronics,Webcam HD,2,55.3,0.15,94.01,Debit Card,SAVE10,2024-11-29,Delivered,False,3.0
646BCDCC,Arjun Martin,arjun.martin43@yahoo.com,+1-292-898-9383,Toronto,Canada,Electronics,Wireless Earbuds,1,103.72,0.21,81.94,Credit Card,DEAL25,2026-01-19,Cancelled,True,4.0
CED7C0E2,Raj Davis,raj.davis59@outlook.com,+1-520-536-2898,Amsterdam,Netherlands,Books,Sci-Fi Novel,2,10.49,0.22,16.36,Credit Card,NEWUSER15,2024-12-27,Returned,True,
7B5966FC,Mei Jones,mei.jones85@yahoo.com,+1-387-216-7566,Paris,France,Books,Self Help Guide,5,23.72,0.07,110.3,UPI,NEWUSER15,2024-06-08,Shipped,False,5.0
C0E7D4CC,Arjun Nguyen,arjun.nguyen62@hotmail.com,+1-804-594-8178,Mumbai,India,Clothing,Running Shoes,1,59.27,0.25,44.45,Debit Card,,2024-08-15,Pending,False,4.0
3910188B,Evelyn Smith,evelyn.smith88@yahoo.com,+1-521-112-9598,Amsterdam,Netherlands,Home & Kitchen,Blender,4,42.33,0.11,150.69,Gift Card,SUMMER20,2024-05-08,Pending,True,4.0
C9E2E01F,Mason Thompson,mason.thompson89@icloud.com,+1-771-727-1894,Toronto,Canada,Electronics,Bluetooth Speaker,2,112.78,0.12,198.49,Credit Card,FLASH5,2026-01-13,Cancelled,True,5.0
5C23F9D2,Mei Martin,mei.martin64@yahoo.com,+1-428-663-7203,Tokyo,Japan,Electronics,Webcam HD,2,74.57,0.08,137.21,UPI,,2024-12-14,Returned,True,1.0
32D515CF,Alexander Harris,alexander.harris74@hotmail.com,+1-613-522-1587,London,United Kingdom,Electronics,Webcam HD,3,74.91,0.03,217.99,Bank Transfer,,2025-07-27,Pending,True,1.0
E7BB90BF,Fatima Patel,fatima.patel80@outlook.com,+1-665-439-8751,Sydney,Australia,Sports,Water Bottle,4,19.13,0.24,58.16,Gift Card,,2025-03-12,Cancelled,False,5.0
55754577,Olivia Brown,olivia.brown98@yahoo.com,+1-368-604-3301,New York,United States,Electronics,USB-C Hub,3,47.75,0.14,123.19,Gift Card,,2025-03-22,Cancelled,False,1.0
4CC5C0AA,Benjamin Patel,benjamin.patel26@yahoo.com,+1-975-524-1761,London,United Kingdom,Electronics,Webcam HD,4,69.63,0.21,220.03,Gift Card,NEWUSER15,2024-09-16,Returned,True,5.0
AE3DE864,Alexander Ali,alexander.ali76@icloud.com,+1-999-281-3845,Tokyo,Japan,Clothing,Cotton T-Shirt,1,10.08,0.14,8.67,Gift Card,DEAL25,2025-05-22,Returned,True,1.0
CF753051,Henry Ali,henry.ali77@icloud.com,+1-607-451-5819,Berlin,Germany,Books,Cooking Basics,4,32.62,0.24,99.16,UPI,SAVE10,2026-02-12,Returned,True,2.0
37B979A5,Charlotte Patel,charlotte.patel90@icloud.com,+1-931-397-6657,Mexico City,Mexico,Books,Cooking Basics,5,32.2,0.16,135.24,Gift Card,SAVE10,2024-09-26,Delivered,True,5.0
5848EB1B,Harper Khan,harper.khan82@outlook.com,+1-965-961-9747,Amsterdam,Netherlands,Electronics,Webcam HD,4,67.6,0.15,229.84,PayPal,FLASH5,2026-01-17,Returned,False,
EF8BDDAC,Mason Brown,mason.brown4@hotmail.com,+1-456-249-2016,Amsterdam,Netherlands,Clothing,Running Shoes,2,96.91,0.07,180.25,Gift Card,SUMMER20,2024-08-16,Returned,False,3.0
E5439B3F,Mohamed Robinson,mohamed.robinson5@outlook.com,+1-723-903-5712,Sydney,Australia,Home & Kitchen,Air Fryer,5,115.44,0.22,450.22,Gift Card,FLASH5,2025-12-27,Cancelled,True,5.0
0AF8B1CC,Henry White,henry.white88@outlook.com,+1-921-826-7025,Amsterdam,Netherlands,Sports,Yoga Mat,3,20.38,0.05,58.08,Bank Transfer,SAVE10,2025-06-01,Pending,True,3.0
6A96DD75,Isabella Harris,isabella.harris23@gmail.com,+1-470-233-3636,Tokyo,Japan,Clothing,Denim Jacket,1,76.74,0.09,69.83,Bank Transfer,SUMMER20,2025-05-17,Returned,False,
084B9B3D,Lucas Harris,lucas.harris91@yahoo.com,+1-786-663-6866,São Paulo,Brazil,Electronics,Smartphone Case,5,28.56,0.01,141.37,Credit Card,SUMMER20,2025-12-05,Returned,False,5.0
0E3A71C6,Sophia Garcia,sophia.garcia67@gmail.com,+1-879-439-6424,Sydney,Australia,Sports,Dumbbell Set,5,83.26,0.1,374.67,PayPal,SAVE10,2025-02-25,Delivered,True,5.0
5C7B2E8A,Amelia Robinson,amelia.robinson97@gmail.com,+1-898-428-7248,New York,United States,Electronics,Mechanical Keyboard,2,108.43,0.23,166.98,Credit Card,SAVE10,2025-11-23,Shipped,False,5.0
AFF31BA4,Ananya Taylor,ananya.taylor4@icloud.com,+1-726-184-2572,Paris,France,Books,Cooking Basics,4,31.05,0.12,109.3,Debit Card,SAVE10,2025-01-02,Returned,True,1.0
8174EF5A,William Ali,william.ali81@yahoo.com,+1-670-834-6434,New York,United States,Home & Kitchen,Air Fryer,4,78.49,0.16,263.73,Credit Card,,2024-05-17,Delivered,True,
3B560474,Ava Lopez,ava.lopez33@icloud.com,+1-523-117-7381,Mumbai,India,Electronics,Laptop Stand,3,53.75,0.1,145.12,Gift Card,FLASH5,2025-06-09,Delivered,True,1.0
C5D61A2A,Mohamed Wang,mohamed.wang75@gmail.com,+1-288-388-8170,Mexico City,Mexico,Electronics,USB-C Hub,1,76.39,0.07,71.04,UPI,SUMMER20,2026-02-05,Shipped,True,5.0
FA36B636,Ava Robinson,ava.robinson29@yahoo.com,+1-766-995-3316,New York,United States,Home & Kitchen,Instant Pot,2,115.39,0.07,214.63,Credit Card,NEWUSER15,2025-12-28,Delivered,True,5.0
2873FAB9,Harper Robinson,harper.robinson11@outlook.com,+1-388-326-5140,Toronto,Canada,Clothing,Sneakers,3,119.3,0.05,340.0,Debit Card,,2025-12-26,Delivered,True,
38BE7901,Mei Zhang,mei.zhang71@hotmail.com,+1-565-231-4842,Paris,France,Sports,Yoga Mat,1,28.71,0.06,26.99,Credit Card,DEAL25,2024-09-23,Delivered,True,3.0
B41FBA4D,Lucas Martin,lucas.martin58@outlook.com,+1-372-104-6131,Mumbai,India,Sports,Resistance Bands,2,32.33,0.14,55.61,Debit Card,NEWUSER15,2025-03-13,Returned,True,5.0
6797B4B1,Benjamin Gonzalez,benjamin.gonzalez47@yahoo.com,+1-861-721-2343,Toronto,Canada,Books,Sci-Fi Novel,3,14.62,0.19,35.53,PayPal,,2025-07-16,Returned,True,5.0
014F8285,William Wilson,william.wilson94@gmail.com,+1-417-137-5269,Mexico City,Mexico,Electronics,Wireless Earbuds,1,117.96,0.2,94.37,Bank Transfer,FLASH5,2025-10-18,Pending,False,2.0
